user_id,age,monthly_spend,spend_category,pref_perk,fee_preference,card_name,bank,card_annual_fee,card_best_reward_rate,card_has_lounge,card_is_cashback,card_lifetime_free,card_forex_low,card_segment_encoded,card_rating,preference_score,liked,chosen
0,40,20000,Travel,Forex,Mid (1.5-5K),Millennia Credit Card,HDFC Bank,1000,5.0,1,1,0,0,2,4.8,12.43,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Regalia Gold Credit Card,HDFC Bank,2500,8.6,1,0,0,1,3,4.5,93.81,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Swiggy BLCK Credit Card,HDFC Bank,1000,10.0,0,1,0,0,0,4.6,10.69,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Tata Neu Infinity Credit Card,HDFC Bank,1499,10.0,1,0,0,1,2,4.5,83.03,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Tata Neu Plus Credit Card,HDFC Bank,499,7.0,1,0,0,0,0,4.5,10.2,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),PhonePe HDFC Ultimo,HDFC Bank,999,10.0,1,0,0,0,2,4.6,16.98,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),PhonePe HDFC Uno,HDFC Bank,499,2.0,0,0,0,0,0,4.5,10.5,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Swiggy Ornge Credit Card,HDFC Bank,500,5.0,0,1,0,0,0,4.4,11.71,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),RuPay IRCTC Credit Card,HDFC Bank,500,5.0,0,0,0,0,0,4.5,60.27,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Shoppers Stop Credit Card,HDFC Bank,299,3.0,0,0,0,0,0,4.5,19.13,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),MoneyBack Plus Credit Card,HDFC Bank,500,10.0,0,0,0,0,0,4.5,0.87,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Marriott Bonvoy Credit Card,HDFC Bank,3000,8.0,1,0,0,1,3,4.6,100.0,1,1
0,40,20000,Travel,Forex,Mid (1.5-5K),Diners Club Black Metal Edition,HDFC Bank,10000,33.33,1,0,0,1,5,4.7,96.99,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),INFINIA Metal Credit Card,HDFC Bank,12500,33.33,1,0,0,1,5,5.0,99.02,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Diners Club Privilege Card,HDFC Bank,1000,6.67,1,0,0,1,2,4.5,73.98,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Shoppers Stop Black Credit Card,HDFC Bank,4500,7.0,1,0,0,0,4,4.5,77.02,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Freedom Credit Card,HDFC Bank,500,10.0,0,0,0,0,0,4.2,13.85,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),IndianOil HDFC Credit Card,HDFC Bank,500,5.0,0,0,0,0,0,4.5,13.63,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Swiggy HDFC Credit Card,HDFC Bank,500,10.0,0,1,0,0,0,4.8,19.5,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),UPI RuPay Credit Card,HDFC Bank,99,3.0,0,0,0,0,0,4.5,14.89,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Diners Club Black Credit Card,HDFC Bank,10000,33.33,1,0,0,1,5,4.5,95.74,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Pixel Play Credit Card,HDFC Bank,0,5.0,0,1,1,0,0,4.5,11.32,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Pixel Go Credit Card,HDFC Bank,250,1.0,0,1,0,0,0,4.4,8.37,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Cashback SBI Credit Card,SBI Card,999,5.0,0,1,0,0,1,4.7,16.49,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),SimplyCLICK Credit Card,SBI Card,499,10.0,0,0,0,0,0,4.8,16.16,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),PhonePe SBI PURPLE,SBI Card,499,3.0,0,0,0,0,0,4.6,10.2,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Flipkart SBI Credit Card,SBI Card,500,7.5,0,1,0,0,0,4.8,10.51,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Tata Neu Plus SBI Credit Card,SBI Card,499,2.0,1,0,0,0,0,4.4,43.93,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),BPCL SBI Credit Card,SBI Card,499,3.25,0,0,0,0,0,4.6,16.29,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),PhonePe SBI SELECT BLACK,SBI Card,1499,10.0,1,0,0,0,2,4.8,26.49,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Tata Neu Infinity SBI Credit Card,SBI Card,1499,5.0,1,0,0,1,2,4.5,79.29,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),BPCL SBI Card OCTANE,SBI Card,1499,7.25,1,0,0,0,2,4.7,56.55,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),SBI Card PULSE,SBI Card,1499,2.5,1,0,0,0,2,4.5,42.34,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),SimplySAVE UPI RuPay,SBI Card,499,1.7,0,0,0,0,0,4.6,6.91,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),IndiGo SBI Credit Card,SBI Card,1499,0.75,1,0,0,0,2,4.5,45.42,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),IndiGo SBI ELITE Credit Card,SBI Card,4999,1.75,1,0,0,0,4,4.5,73.05,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Apollo SBI SELECT Credit Card,SBI Card,1499,10.0,1,0,0,0,2,4.6,57.94,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),IRCTC SBI RuPay Credit Card,SBI Card,500,10.0,0,0,0,0,0,4.3,46.14,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Reliance SBI Card,SBI Card,499,1.25,0,0,0,0,0,4.3,0.0,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),IRCTC SBI Card Premier,SBI Card,1499,2.4,0,0,0,0,2,4.3,42.16,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),SBI MILES Credit Card,SBI Card,1499,1.0,1,0,0,0,2,4.4,48.84,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),SBI Prime Credit Card,SBI Card,2999,2.5,1,0,0,0,4,4.4,65.95,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Titan SBI Credit Card,SBI Card,2999,7.5,1,0,0,0,4,4.4,32.48,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Landmark Rewards SBI PRIME,SBI Card,2999,6.25,1,0,0,0,4,4.5,56.48,0,0
0,40,20000,Travel,Forex,Mid (1.5-5K),Landmark Rewards SBI SELECT,SBI Card,1499,3.75,1,0,0,0,2,4.5,13.89,0,0
